Entity_Name,Year,Quarter,Type,Count,Amount,State
795001,2022,4,Pincode,151452,395569197.44332534,manipur
795138,2022,4,Pincode,127631,339597446.4884654,manipur
795003,2022,4,Pincode,117634,289439627.9608227,manipur
795002,2022,4,Pincode,106022,276026598.93112993,manipur
795148,2022,4,Pincode,90628,222872265.42437696,manipur
795129,2022,4,Pincode,77019,205922863.0067138,manipur
795133,2022,4,Pincode,75053,243754919.0076188,manipur
795130,2022,4,Pincode,68326,165211575.11124176,manipur
imphal west,2022,4,District,4737839,11004726597.698875,manipur
imphal east,2022,4,District,417476,1124061241.8453987,manipur
thoubal,2022,4,District,252156,642341521.1672155,manipur
kakching,2022,4,District,205827,477287512.84893876,manipur
kangpokpi,2022,4,District,195796,499527018.9345387,manipur
churachandpur,2022,4,District,139622,418292018.1391273,manipur
bishnupur,2022,4,District,134155,398215642.6664851,manipur
senapati,2022,4,District,63745,180730794.84235084,manipur
tamenglong,2022,4,District,51040,160602196.99791262,manipur
tengnoupal,2022,4,District,49553,175755833.19199604,manipur
793002,2018,1,Pincode,6326,6240111.071966832,meghalaya
793001,2018,1,Pincode,5245,8652691.777738439,meghalaya
793101,2018,1,Pincode,3563,4766271.01956466,meghalaya
793210,2018,1,Pincode,3343,5290588.530271051,meghalaya
794105,2018,1,Pincode,2197,2975311.228892166,meghalaya
794001,2018,1,Pincode,1873,1540690.0262952226,meghalaya
793151,2018,1,Pincode,1551,1429788.4230707106,meghalaya
793004,2018,1,Pincode,1549,2521411.5242451695,meghalaya
794101,2018,1,Pincode,1494,1672332.2139974874,meghalaya
794104,2018,1,Pincode,1448,2307282.756329104,meghalaya
east khasi hills,2018,1,District,23283,31807959.175373342,meghalaya
west garo hills,2018,1,District,7660,9199200.848858135,meghalaya
ribhoi,2018,1,District,6029,8736566.953918608,meghalaya
east jaintia hills,2018,1,District,4896,8299361.376028441,meghalaya
west jaintia hills,2018,1,District,3131,2812937.948004551,meghalaya
west khasi hills,2018,1,District,1079,1647761.3372907462,meghalaya
north garo hills,2018,1,District,922,652554.6654640209,meghalaya
south west garo hills,2018,1,District,798,1015597.2351604333,meghalaya
east garo hills,2018,1,District,749,781579.3759249721,meghalaya
south garo hills,2018,1,District,705,807410.0407250253,meghalaya
793001,2018,2,Pincode,7159,14913054.71284224,meghalaya
793002,2018,2,Pincode,6136,10310363.434112301,meghalaya
793101,2018,2,Pincode,5129,7424696.232345499,meghalaya
793210,2018,2,Pincode,4566,9791290.933769494,meghalaya
794001,2018,2,Pincode,2982,4358257.116650416,meghalaya
794105,2018,2,Pincode,2973,5665655.6102624,meghalaya
793011,2018,2,Pincode,2765,4038235.733626153,meghalaya
793022,2018,2,Pincode,2668,3708245.6682565995,meghalaya
793004,2018,2,Pincode,2396,5164910.26275328,meghalaya
794101,2018,2,Pincode,1990,3441094.526427978,meghalaya
east khasi hills,2018,2,District,33966,61180700.47972991,meghalaya
west garo hills,2018,2,District,10651,19685429.154264543,meghalaya
ribhoi,2018,2,District,8761,14181827.919832248,meghalaya
east jaintia hills,2018,2,District,6004,13059945.843045246,meghalaya
west jaintia hills,2018,2,District,2232,2312980.3326936862,meghalaya
south west garo hills,2018,2,District,1767,1724404.6747075585,meghalaya
north garo hills,2018,2,District,1403,1278347.188045342,meghalaya
south garo hills,2018,2,District,1103,1553253.9322072896,meghalaya
east garo hills,2018,2,District,832,1032161.1690227182,meghalaya
west khasi hills,2018,2,District,742,684129.9552836155,meghalaya
793002,2018,3,Pincode,11883,14458549.37949472,meghalaya
793001,2018,3,Pincode,11765,25835260.860682037,meghalaya
793210,2018,3,Pincode,7878,14188319.577151336,meghalaya
793101,2018,3,Pincode,7087,13434015.058745537,meghalaya
794105,2018,3,Pincode,4254,7160224.867681785,meghalaya
793011,2018,3,Pincode,4002,10857672.011105126,meghalaya
794101,2018,3,Pincode,3971,6539166.435811928,meghalaya
794001,2018,3,Pincode,3734,6456455.718209652,meghalaya
793004,2018,3,Pincode,3724,8621736.170358278,meghalaya
793018,2018,3,Pincode,2921,3690909.015228115,meghalaya
east khasi hills,2018,3,District,54015,111173160.26256448,meghalaya
west garo hills,2018,3,District,17911,31488596.43937725,meghalaya
ribhoi,2018,3,District,13023,26072883.301655468,meghalaya
east jaintia hills,2018,3,District,11397,22683448.874125846,meghalaya
west jaintia hills,2018,3,District,3240,4571330.11958733,meghalaya
south west garo hills,2018,3,District,2740,4294444.4478258435,meghalaya
north garo hills,2018,3,District,2271,1976480.205681387,meghalaya
south garo hills,2018,3,District,2110,2467349.2565310476,meghalaya
east garo hills,2018,3,District,1323,1963470.7809556075,meghalaya
west khasi hills,2018,3,District,1228,2146208.196912882,meghalaya
793001,2018,4,Pincode,15970,40796934.65361333,meghalaya
793002,2018,4,Pincode,14358,28490192.391904294,meghalaya
793210,2018,4,Pincode,10538,23552874.56895237,meghalaya
794105,2018,4,Pincode,9404,14388348.377020527,meghalaya
793101,2018,4,Pincode,9221,21905952.47002369,meghalaya
793200,2018,4,Pincode,7828,6620807.6932651065,meghalaya
794001,2018,4,Pincode,6102,11176948.683929984,meghalaya
793011,2018,4,Pincode,5184,13068701.778593758,meghalaya
794101,2018,4,Pincode,5179,10377005.137970414,meghalaya
793004,2018,4,Pincode,4851,13033139.82141654,meghalaya
east khasi hills,2018,4,District,70386,167808906.77955163,meghalaya
west garo hills,2018,4,District,29000,52674487.37349704,meghalaya
east jaintia hills,2018,4,District,20614,37885027.674247645,meghalaya
ribhoi,2018,4,District,18294,42066652.87282289,meghalaya
west jaintia hills,2018,4,District,4693,7562803.76113517,meghalaya
north garo hills,2018,4,District,4011,4590211.2600644585,meghalaya
south west garo hills,2018,4,District,3950,4531236.407859931,meghalaya
south garo hills,2018,4,District,3037,6001319.09688588,meghalaya
west khasi hills,2018,4,District,2821,5962239.029920495,meghalaya
east garo hills,2018,4,District,2808,5832920.483690145,meghalaya
793002,2019,1,Pincode,28260,47614066.46344929,meghalaya
793001,2019,1,Pincode,20618,46460197.115998454,meghalaya
793210,2019,1,Pincode,14958,28395154.112301648,meghalaya
793101,2019,1,Pincode,14090,29092921.43792212,meghalaya
794105,2019,1,Pincode,8432,16562926.603982098,meghalaya
793200,2019,1,Pincode,7527,9756768.050656514,meghalaya
793011,2019,1,Pincode,6472,12712694.051971633,meghalaya
794001,2019,1,Pincode,6386,10540968.328886278,meghalaya
793007,2019,1,Pincode,6077,13402205.496753056,meghalaya
793004,2019,1,Pincode,5923,14086152.172613684,meghalaya
east khasi hills,2019,1,District,101662,201352082.70276013,meghalaya
west garo hills,2019,1,District,30087,58548564.168713726,meghalaya
ribhoi,2019,1,District,27304,55813436.16699862,meghalaya
east jaintia hills,2019,1,District,25054,46007520.563187,meghalaya
west jaintia hills,2019,1,District,5411,7594602.551824972,meghalaya
south west garo hills,2019,1,District,3819,4558241.545395774,meghalaya
north garo hills,2019,1,District,3816,4016398.1062618718,meghalaya
west khasi hills,2019,1,District,3646,5045464.405482588,meghalaya
east garo hills,2019,1,District,3529,6495149.290021526,meghalaya
south garo hills,2019,1,District,3146,7486873.33081286,meghalaya
793002,2019,2,Pincode,49250,90504986.2351276,meghalaya
793001,2019,2,Pincode,22222,55877235.38842714,meghalaya
793210,2019,2,Pincode,14510,28610121.083926223,meghalaya
793101,2019,2,Pincode,13302,29851975.83860094,meghalaya
794105,2019,2,Pincode,7819,17407836.41502534,meghalaya
794001,2019,2,Pincode,7062,13833419.885263652,meghalaya
793011,2019,2,Pincode,6978,14917142.694549624,meghalaya
794101,2019,2,Pincode,6715,14757332.885197297,meghalaya
793007,2019,2,Pincode,6190,16088134.955487823,meghalaya
794104,2019,2,Pincode,6158,14243341.373156477,meghalaya
east khasi hills,2019,2,District,126665,274701980.60370815,meghalaya
west garo hills,2019,2,District,32077,70701852.43602182,meghalaya
ribhoi,2019,2,District,27488,61625177.51082603,meghalaya
east jaintia hills,2019,2,District,21325,43624217.35616365,meghalaya
west jaintia hills,2019,2,District,5226,9713762.898637522,meghalaya
south west garo hills,2019,2,District,4563,6981663.150095232,meghalaya
east garo hills,2019,2,District,3926,6785815.738085165,meghalaya
north garo hills,2019,2,District,3804,4329558.19180281,meghalaya
south garo hills,2019,2,District,3048,7076537.051932728,meghalaya
west khasi hills,2019,2,District,3012,4711717.239687435,meghalaya
793002,2019,3,Pincode,47462,111694863.89359623,meghalaya
793001,2019,3,Pincode,31145,68316585.31334187,meghalaya
793210,2019,3,Pincode,18397,33108395.850708216,meghalaya
793101,2019,3,Pincode,17736,36297169.543067396,meghalaya
794001,2019,3,Pincode,10853,19322241.79897889,meghalaya
793011,2019,3,Pincode,10365,21827382.404884834,meghalaya
794101,2019,3,Pincode,9799,22332798.39088451,meghalaya
794105,2019,3,Pincode,9656,20429507.431409057,meghalaya
793007,2019,3,Pincode,9022,21023651.244849797,meghalaya
793004,2019,3,Pincode,7815,16618368.82972683,meghalaya
east khasi hills,2019,3,District,156970,344129503.4634751,meghalaya
west garo hills,2019,3,District,45652,90390851.3262687,meghalaya
ribhoi,2019,3,District,36292,73979318.03570686,meghalaya
east jaintia hills,2019,3,District,28604,50090916.58164,meghalaya
west jaintia hills,2019,3,District,8947,11292434.23987686,meghalaya
south west garo hills,2019,3,District,6405,9676872.049848383,meghalaya
north garo hills,2019,3,District,6329,7479871.090316384,meghalaya
east garo hills,2019,3,District,5970,8134689.123280492,meghalaya
south garo hills,2019,3,District,4768,7846736.258536675,meghalaya
west khasi hills,2019,3,District,4604,6779362.1133165285,meghalaya
793002,2019,4,Pincode,64202,141840260.03395098,meghalaya
793001,2019,4,Pincode,41000,85894629.64508921,meghalaya
793210,2019,4,Pincode,20905,37586960.52058244,meghalaya
793101,2019,4,Pincode,20737,46083094.50099954,meghalaya
793011,2019,4,Pincode,11705,23534585.17065487,meghalaya
794001,2019,4,Pincode,11569,22619785.416373406,meghalaya
794105,2019,4,Pincode,11417,25059701.6232675,meghalaya
794101,2019,4,Pincode,10833,23317622.526411656,meghalaya
793007,2019,4,Pincode,10180,20840088.265794054,meghalaya
793103,2019,4,Pincode,9225,22415880.32574488,meghalaya
east khasi hills,2019,4,District,189936,413649820.0310261,meghalaya
west garo hills,2019,4,District,51137,104063298.1853754,meghalaya
ribhoi,2019,4,District,42953,90622918.2855494,meghalaya
east jaintia hills,2019,4,District,31575,61615652.49744396,meghalaya
west jaintia hills,2019,4,District,11750,16126169.373071242,meghalaya
north garo hills,2019,4,District,8449,11018090.113242699,meghalaya
east garo hills,2019,4,District,7811,11523924.1048165,meghalaya
south west garo hills,2019,4,District,7301,11722163.47943544,meghalaya
south garo hills,2019,4,District,7020,9901296.404344358,meghalaya
west khasi hills,2019,4,District,5296,8007467.1825601505,meghalaya
793001,2020,1,Pincode,103312,285965673.368166,meghalaya
793002,2020,1,Pincode,81054,223117575.85580918,meghalaya
793101,2020,1,Pincode,24418,57033079.522833854,meghalaya
793210,2020,1,Pincode,23907,47019739.757896245,meghalaya
794105,2020,1,Pincode,14847,35002277.88050316,meghalaya
794001,2020,1,Pincode,14318,22670338.287481435,meghalaya
794101,2020,1,Pincode,13517,29171032.31273087,meghalaya
793011,2020,1,Pincode,12926,26418953.01976515,meghalaya
793007,2020,1,Pincode,11987,25544122.561595835,meghalaya
794104,2020,1,Pincode,11922,24914660.28161904,meghalaya
east khasi hills,2020,1,District,280817,712010339.1765578,meghalaya
west garo hills,2020,1,District,65263,130098803.74893945,meghalaya
ribhoi,2020,1,District,51789,109400759.46669218,meghalaya
east jaintia hills,2020,1,District,36855,76021760.04400355,meghalaya
west jaintia hills,2020,1,District,15784,22057088.945124794,meghalaya
south west garo hills,2020,1,District,10582,14322530.890240096,meghalaya
south garo hills,2020,1,District,10483,11902327.507517826,meghalaya
east garo hills,2020,1,District,10003,15050504.879497696,meghalaya
north garo hills,2020,1,District,9622,11664668.291425837,meghalaya
west khasi hills,2020,1,District,7569,12185453.500704024,meghalaya
793001,2020,2,Pincode,82349,214418577.07837713,meghalaya
793002,2020,2,Pincode,70788,193010397.5736631,meghalaya
793210,2020,2,Pincode,28832,47657281.15130705,meghalaya
794105,2020,2,Pincode,24842,56811190.41707551,meghalaya
793101,2020,2,Pincode,24250,52144803.31830437,meghalaya
794101,2020,2,Pincode,21478,34647259.56330724,meghalaya
794104,2020,2,Pincode,21074,36943959.070846945,meghalaya
794001,2020,2,Pincode,20774,28346124.393713795,meghalaya
793011,2020,2,Pincode,19781,32336628.063805275,meghalaya
793007,2020,2,Pincode,16882,33226515.235067822,meghalaya
east khasi hills,2020,2,District,294655,669450297.8938913,meghalaya
west garo hills,2020,2,District,107355,178844205.74639174,meghalaya
ribhoi,2020,2,District,60451,108416383.1511733,meghalaya
east jaintia hills,2020,2,District,50077,79110098.89726548,meghalaya
west jaintia hills,2020,2,District,26041,22356066.44251103,meghalaya
south west garo hills,2020,2,District,20761,21835410.253734995,meghalaya
east garo hills,2020,2,District,19865,19379120.258930385,meghalaya
north garo hills,2020,2,District,19393,16949021.845094834,meghalaya
south garo hills,2020,2,District,15934,18498464.712551527,meghalaya
west khasi hills,2020,2,District,14911,13551099.230221383,meghalaya
793001,2020,3,Pincode,64872,184743614.18398914,meghalaya
793210,2020,3,Pincode,30783,57545869.04358561,meghalaya
793101,2020,3,Pincode,27591,66215432.85843975,meghalaya
793002,2020,3,Pincode,25567,60802742.83728131,meghalaya
794001,2020,3,Pincode,25373,50664604.68429879,meghalaya
794101,2020,3,Pincode,24905,53652092.51585677,meghalaya
794105,2020,3,Pincode,22882,59399190.749371156,meghalaya
793011,2020,3,Pincode,21592,43087330.898544274,meghalaya
794104,2020,3,Pincode,21547,47873284.32086069,meghalaya
793007,2020,3,Pincode,16753,38314852.83594275,meghalaya
east khasi hills,2020,3,District,239307,571789473.606595,meghalaya
west garo hills,2020,3,District,117550,249575864.65120554,meghalaya
ribhoi,2020,3,District,64590,138771339.65408337,meghalaya
east jaintia hills,2020,3,District,52534,99669877.91499352,meghalaya
west jaintia hills,2020,3,District,28622,39860361.23642549,meghalaya
south west garo hills,2020,3,District,19536,31848167.460986283,meghalaya
east garo hills,2020,3,District,19353,30405909.14616639,meghalaya
north garo hills,2020,3,District,17943,23618250.656932067,meghalaya
south garo hills,2020,3,District,17171,23368652.17951659,meghalaya
west khasi hills,2020,3,District,15031,19820539.50357129,meghalaya
793001,2020,4,Pincode,83561,243804216.45795542,meghalaya
793101,2020,4,Pincode,41902,122314911.77438098,meghalaya
793210,2020,4,Pincode,39853,84641953.63804965,meghalaya
793002,2020,4,Pincode,35148,90824743.2222091,meghalaya
794104,2020,4,Pincode,30771,73373737.27993046,meghalaya
794105,2020,4,Pincode,30734,86993928.46389738,meghalaya
794101,2020,4,Pincode,29717,68562680.95453689,meghalaya
794001,2020,4,Pincode,29667,72534395.9048683,meghalaya
793011,2020,4,Pincode,26651,60635630.162373565,meghalaya
793007,2020,4,Pincode,20922,52343345.73500208,meghalaya
east khasi hills,2020,4,District,298622,777719090.1611657,meghalaya
west garo hills,2020,4,District,149536,362364387.96744514,meghalaya
ribhoi,2020,4,District,90879,223682008.03015277,meghalaya
east jaintia hills,2020,4,District,65059,162952261.01543325,meghalaya
west jaintia hills,2020,4,District,32267,55102701.174963415,meghalaya
south west garo hills,2020,4,District,24078,49584665.87626746,meghalaya
east garo hills,2020,4,District,23262,41847990.16447668,meghalaya
south garo hills,2020,4,District,22487,34586748.626706876,meghalaya
north garo hills,2020,4,District,22048,36801863.778283074,meghalaya
west khasi hills,2020,4,District,18440,41431802.48173465,meghalaya
793001,2021,1,Pincode,135187,386470990.4137241,meghalaya
793101,2021,1,Pincode,47550,142699873.1320424,meghalaya
793210,2021,1,Pincode,43747,105030977.51266736,meghalaya
794105,2021,1,Pincode,31553,109155457.59247932,meghalaya
794104,2021,1,Pincode,30637,76541640.32672727,meghalaya
793002,2021,1,Pincode,29718,85654930.73375626,meghalaya
794101,2021,1,Pincode,24109,67301542.41078459,meghalaya
794001,2021,1,Pincode,23620,60607668.94902579,meghalaya
793011,2021,1,Pincode,22762,57330709.17315665,meghalaya
793102,2021,1,Pincode,19946,46084786.68011867,meghalaya
east khasi hills,2021,1,District,322156,915771307.2291536,meghalaya
west garo hills,2021,1,District,133362,370492803.5429464,meghalaya
ribhoi,2021,1,District,98957,266571316.12978175,meghalaya
east jaintia hills,2021,1,District,70732,205454314.79640436,meghalaya
west jaintia hills,2021,1,District,24312,53826602.11269104,meghalaya
south garo hills,2021,1,District,19054,44351833.9562286,meghalaya
north garo hills,2021,1,District,18850,37908696.16305937,meghalaya
south west garo hills,2021,1,District,18591,41861206.69737828,meghalaya
east garo hills,2021,1,District,18473,40212217.23708049,meghalaya
west khasi hills,2021,1,District,16947,60183253.84696514,meghalaya
793001,2021,2,Pincode,165598,426313703.5332465,meghalaya
793210,2021,2,Pincode,57026,115283268.97675651,meghalaya
793101,2021,2,Pincode,48528,131101653.86562778,meghalaya
794104,2021,2,Pincode,48384,107138411.28592521,meghalaya
794105,2021,2,Pincode,43088,137176096.52537653,meghalaya
793002,2021,2,Pincode,34320,92640341.41461834,meghalaya
794001,2021,2,Pincode,27790,64440313.686985776,meghalaya
794101,2021,2,Pincode,27136,65710918.68502261,meghalaya
793011,2021,2,Pincode,27035,63624325.07532646,meghalaya
793102,2021,2,Pincode,25533,52914945.54701148,meghalaya
east khasi hills,2021,2,District,386773,994348113.9313933,meghalaya
west garo hills,2021,2,District,174186,437555569.8453884,meghalaya
ribhoi,2021,2,District,111231,265892507.53668693,meghalaya
east jaintia hills,2021,2,District,87223,205906820.910982,meghalaya
west jaintia hills,2021,2,District,30529,53732989.3560653,meghalaya
north garo hills,2021,2,District,25028,37984069.23193222,meghalaya
south west garo hills,2021,2,District,24491,47526700.898553595,meghalaya
east garo hills,2021,2,District,24431,42603145.83447135,meghalaya
south garo hills,2021,2,District,21894,48819031.95729189,meghalaya
west khasi hills,2021,2,District,16590,41326043.50138934,meghalaya
793001,2021,3,Pincode,207464,530904907.19687676,meghalaya
793210,2021,3,Pincode,66079,138267841.6780718,meghalaya
793101,2021,3,Pincode,65749,174667201.93216926,meghalaya
794104,2021,3,Pincode,55480,120467614.248896,meghalaya
794105,2021,3,Pincode,50251,166891324.2112767,meghalaya
793002,2021,3,Pincode,43791,129825349.2269538,meghalaya
794001,2021,3,Pincode,35755,91612880.48331752,meghalaya
794101,2021,3,Pincode,33796,92968033.62205568,meghalaya
793011,2021,3,Pincode,33163,80876112.08763698,meghalaya
793102,2021,3,Pincode,30417,68272870.03577398,meghalaya
east khasi hills,2021,3,District,475308,1267820067.2649465,meghalaya
west garo hills,2021,3,District,207635,550868915.1603696,meghalaya
ribhoi,2021,3,District,135524,337135306.83131677,meghalaya
east jaintia hills,2021,3,District,103142,254116660.02417076,meghalaya
west jaintia hills,2021,3,District,37590,71888903.26179792,meghalaya
north garo hills,2021,3,District,30790,56346103.94114269,meghalaya
east garo hills,2021,3,District,29654,54695590.9177565,meghalaya
south west garo hills,2021,3,District,28662,59140851.35546416,meghalaya
south garo hills,2021,3,District,23378,50417337.278425165,meghalaya
west khasi hills,2021,3,District,17524,45708478.00363463,meghalaya
793001,2021,4,Pincode,263013,690414224.1540794,meghalaya
793101,2021,4,Pincode,117054,278722454.67128855,meghalaya
793210,2021,4,Pincode,87932,196204865.70305175,meghalaya
794104,2021,4,Pincode,73841,191081991.33937848,meghalaya
794105,2021,4,Pincode,71698,231647775.42969656,meghalaya
793002,2021,4,Pincode,54401,172263562.26607728,meghalaya
794001,2021,4,Pincode,42891,119992937.25195585,meghalaya
793011,2021,4,Pincode,39907,101569097.14043593,meghalaya
793102,2021,4,Pincode,39688,91336742.4148151,meghalaya
794101,2021,4,Pincode,38836,109403120.15315852,meghalaya
east khasi hills,2021,4,District,602012,1647841435.7937279,meghalaya
west garo hills,2021,4,District,261543,746098768.1324025,meghalaya
ribhoi,2021,4,District,210094,495239611.1245396,meghalaya
east jaintia hills,2021,4,District,140522,371541323.51234245,meghalaya
west jaintia hills,2021,4,District,43460,98276171.06270258,meghalaya
north garo hills,2021,4,District,38565,88113799.75521982,meghalaya
east garo hills,2021,4,District,37744,79675265.12123142,meghalaya
south west garo hills,2021,4,District,35153,76249072.06112294,meghalaya
west khasi hills,2021,4,District,29960,108595108.91303806,meghalaya
south garo hills,2021,4,District,28989,89662812.04398018,meghalaya
793001,2022,1,Pincode,276853,725122188.6667871,meghalaya
793101,2022,1,Pincode,146497,358732686.5953486,meghalaya
793210,2022,1,Pincode,104592,258096527.61697102,meghalaya
794105,2022,1,Pincode,100267,360153597.64748234,meghalaya
794104,2022,1,Pincode,97389,281145669.1917542,meghalaya
793002,2022,1,Pincode,59028,183373999.4729157,meghalaya
793103,2022,1,Pincode,45968,104363058.89164466,meghalaya
794001,2022,1,Pincode,45495,125397296.50787352,meghalaya
794101,2022,1,Pincode,43770,115738929.50108132,meghalaya
793200,2022,1,Pincode,43235,155876215.99820644,meghalaya
east khasi hills,2022,1,District,653082,1762837936.3129022,meghalaya
west garo hills,2022,1,District,325791,991586557.2279948,meghalaya
ribhoi,2022,1,District,257923,624403404.8028624,meghalaya
east jaintia hills,2022,1,District,169484,496156278.4387266,meghalaya
west jaintia hills,2022,1,District,49196,126597671.42735201,meghalaya
south garo hills,2022,1,District,43827,166412749.63292432,meghalaya
east garo hills,2022,1,District,42878,97659034.30770612,meghalaya
north garo hills,2022,1,District,42030,87894203.47088854,meghalaya
south west garo hills,2022,1,District,39644,98249285.49958463,meghalaya
west khasi hills,2022,1,District,36687,148090837.06952718,meghalaya
793001,2022,2,Pincode,365755,881158453.6632786,meghalaya
793101,2022,2,Pincode,188283,413900997.1286073,meghalaya
794104,2022,2,Pincode,129378,347876781.549551,meghalaya
793210,2022,2,Pincode,125897,276573197.76215565,meghalaya
794105,2022,2,Pincode,111128,395124843.55686593,meghalaya
793002,2022,2,Pincode,72475,209881832.54345322,meghalaya
793103,2022,2,Pincode,61200,139890522.047889,meghalaya
793102,2022,2,Pincode,59776,139320224.8381443,meghalaya
793011,2022,2,Pincode,56579,145074946.25081885,meghalaya
794101,2022,2,Pincode,54049,144392050.00393498,meghalaya
east khasi hills,2022,2,District,853333,2156500112.108344,meghalaya
west garo hills,2022,2,District,392151,1150602954.6389537,meghalaya
ribhoi,2022,2,District,337102,755786725.0698187,meghalaya
east jaintia hills,2022,2,District,193196,502640751.7922025,meghalaya
west jaintia hills,2022,2,District,56272,152394109.72808385,meghalaya
east garo hills,2022,2,District,46150,106793207.79406631,meghalaya
north garo hills,2022,2,District,44965,92496675.79074751,meghalaya
south west garo hills,2022,2,District,43006,118240788.93575428,meghalaya
south garo hills,2022,2,District,33680,92292848.0663783,meghalaya
west khasi hills,2022,2,District,31223,103764884.88347426,meghalaya
793004,2022,3,Pincode,2175126,4365875115.728675,meghalaya
793001,2022,3,Pincode,231014,516581059.4048492,meghalaya
793101,2022,3,Pincode,209752,416173329.45838594,meghalaya
794104,2022,3,Pincode,157661,361568000.294727,meghalaya
793210,2022,3,Pincode,141889,306811770.34427714,meghalaya
794105,2022,3,Pincode,123858,374425608.3455272,meghalaya
794001,2022,3,Pincode,122514,272020236.67674184,meghalaya
793002,2022,3,Pincode,85048,236293088.9800955,meghalaya
793102,2022,3,Pincode,68397,146011581.2617112,meghalaya
793103,2022,3,Pincode,63536,127365311.11931336,meghalaya
east khasi hills,2022,3,District,2924522,6137770373.209273,meghalaya
west garo hills,2022,3,District,508052,1283479556.413095,meghalaya
ribhoi,2022,3,District,400075,825278960.5336027,meghalaya
east jaintia hills,2022,3,District,241204,633317484.0750391,meghalaya
west jaintia hills,2022,3,District,62798,171112837.01348788,meghalaya
south west garo hills,2022,3,District,48898,121831916.04534972,meghalaya
north garo hills,2022,3,District,48727,107884419.55644782,meghalaya
east garo hills,2022,3,District,47047,99390252.25463584,meghalaya
south garo hills,2022,3,District,35206,88310719.84102406,meghalaya
west khasi hills,2022,3,District,29296,87822016.1025165,meghalaya
793004,2022,4,Pincode,1577217,3214355276.3930554,meghalaya
793101,2022,4,Pincode,239315,491850012.2470391,meghalaya
793001,2022,4,Pincode,207191,453102783.46254146,meghalaya
794104,2022,4,Pincode,204321,486310933.3391179,meghalaya
794105,2022,4,Pincode,166376,506634254.3916323,meghalaya
793210,2022,4,Pincode,155563,328805254.06872416,meghalaya
794001,2022,4,Pincode,127431,284276960.4393997,meghalaya
793002,2022,4,Pincode,85470,244536709.0324449,meghalaya
793102,2022,4,Pincode,73640,157514222.49778008,meghalaya
793103,2022,4,Pincode,68797,125896250.39991814,meghalaya
east khasi hills,2022,4,District,2285868,4886013367.030625,meghalaya
west garo hills,2022,4,District,612945,1565478827.2720149,meghalaya
ribhoi,2022,4,District,416100,855262410.3336375,meghalaya
east jaintia hills,2022,4,District,252554,698736182.2686267,meghalaya
west jaintia hills,2022,4,District,81501,229129661.89603108,meghalaya
east garo hills,2022,4,District,59445,143293321.81485856,meghalaya
south west garo hills,2022,4,District,59231,150334364.85984024,meghalaya
north garo hills,2022,4,District,59149,130072498.39208946,meghalaya
south garo hills,2022,4,District,47478,134393051.37739396,meghalaya
west khasi hills,2022,4,District,41404,141954215.09290665,meghalaya
796005,2018,1,Pincode,3256,6634317.385850769,mizoram
796009,2018,1,Pincode,2877,7236697.988713781,mizoram
796017,2018,1,Pincode,2056,5352070.799754951,mizoram
796012,2018,1,Pincode,1302,4164889.2163916314,mizoram
796701,2018,1,Pincode,940,1301113.214363089,mizoram
796014,2018,1,Pincode,822,1536171.3135555775,mizoram
796101,2018,1,Pincode,710,972787.163547812,mizoram
796181,2018,1,Pincode,516,1583806.8762105957,mizoram
796772,2018,1,Pincode,486,213309.69406339346,mizoram
796421,2018,1,Pincode,474,865716.128361678,mizoram
aizawl,2018,1,District,12006,27918980.947612703,mizoram
lunglei,2018,1,District,1604,2350555.3184242332,mizoram
kolasib,2018,1,District,1457,3891685.392413744,mizoram
mamit,2018,1,District,1133,5729263.410353888,mizoram
lawngtlai,2018,1,District,735,547180.2110017058,mizoram
serchhip,2018,1,District,691,1729998.4078016218,mizoram
saiha,2018,1,District,482,2188550.572811981,mizoram
champhai,2018,1,District,453,871005.7153709702,mizoram
796005,2018,2,Pincode,4417,14440855.066719865,mizoram
796009,2018,2,Pincode,4288,12347576.630092543,mizoram
796017,2018,2,Pincode,2817,6939733.0537002,mizoram
796012,2018,2,Pincode,1815,7684010.820948958,mizoram
796701,2018,2,Pincode,1514,3314677.281403262,mizoram
796181,2018,2,Pincode,1037,3325848.572601281,mizoram
796751,2018,2,Pincode,983,1649407.3004339086,mizoram
796014,2018,2,Pincode,956,2289322.4681476573,mizoram
796101,2018,2,Pincode,892,1776698.4047262408,mizoram
796901,2018,2,Pincode,736,5049445.365797166,mizoram
aizawl,2018,2,District,16353,48340497.162337765,mizoram
lunglei,2018,2,District,3249,6814747.054434758,mizoram
kolasib,2018,2,District,2092,5117340.437229811,mizoram
mamit,2018,2,District,1813,10477582.990376014,mizoram
serchhip,2018,2,District,1237,3831939.5692156893,mizoram
saiha,2018,2,District,846,5346759.668342534,mizoram
champhai,2018,2,District,834,2204311.92373675,mizoram
lawngtlai,2018,2,District,627,1375226.7520610169,mizoram
796009,2018,3,Pincode,6407,20793872.837517485,mizoram
796005,2018,3,Pincode,6039,18735684.687868983,mizoram
796017,2018,3,Pincode,3562,10885780.743589737,mizoram
796012,2018,3,Pincode,2387,7270030.311964842,mizoram
796701,2018,3,Pincode,2116,5451685.638387269,mizoram
796181,2018,3,Pincode,1614,5395864.779380731,mizoram
796025,2018,3,Pincode,1374,1387592.831823776,mizoram
796014,2018,3,Pincode,1354,3878963.989123634,mizoram
796751,2018,3,Pincode,1353,3096178.7394598788,mizoram
796101,2018,3,Pincode,1276,2802222.970568683,mizoram
